Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,month,VisitorType,Weekend,Revenue
6.0,240.20802,0.0,-19.202608,19.0,1345.0684,0.00043353447,0.018742818,7.0279007,0.007251015,2.0,2.0,1.0,2.0,Mar,Returning_Visitor,False,False
10.0,134.09294,-0.0,10.803246,16.0,586.8879,0.0034945775,0.0040779347,-1.6687974,-0.012620257,2.0,3.0,6.0,2.0,Mar,New_Visitor,False,False
0.0,15.607195,0.0,2.8748267,12.0,523.3154,-0.0012096501,0.0005537763,-0.017813519,-0.012289019,2.0,2.0,1.0,3.0,Mar,Returning_Visitor,False,False
3.0,32.413227,0.0,-6.6291976,9.0,322.13742,0.006580665,0.03540918,-0.33246264,-0.0036144946,1.0,1.0,5.0,7.0,Nov,New_Visitor,False,False
8.0,293.5893,-0.0,16.02271,36.0,1333.0682,0.029151633,0.052583206,2.0529566,0.0067472365,2.0,5.0,3.0,1.0,May,Returning_Visitor,False,False
11.0,281.01056,1.0,-2.0452363,26.0,610.8993,-0.0029151868,0.011030042,18.820978,-0.010448055,2.0,2.0,3.0,2.0,Mar,Returning_Visitor,False,False
0.0,10.163355,-0.0,-8.378458,48.0,1390.5582,-0.00095835875,0.0069157416,-0.2711843,-0.0032898132,1.0,1.0,2.0,2.0,Jul,Returning_Visitor,False,False
1.0,24.461767,1.0,48.827038,49.0,423.85696,0.017377434,0.040755764,-0.67916566,0.10402512,3.0,2.0,1.0,1.0,Nov,Returning_Visitor,False,False
6.0,68.3909,0.0,45.577755,24.0,803.78107,-0.0061864518,5.3343138e-05,0.42840114,0.013852214,2.0,2.0,6.0,8.0,Oct,Returning_Visitor,False,False
-0.0,5.5685678,-0.0,-21.764238,12.0,726.65125,0.02107814,0.053046975,34.226067,0.0077358875,3.0,2.0,2.0,3.0,May,Returning_Visitor,False,False
4.0,112.05222,2.0,132.67154,40.0,1231.5654,-0.0020704083,0.007318777,1.8052675,-4.843802e-05,2.0,2.0,2.0,7.0,Nov,Returning_Visitor,False,False
4.0,27.389128,-0.0,-8.132975,1.0,430.16336,0.017517377,0.034725323,8.91378,-0.0015352535,2.0,11.0,7.0,5.0,May,Returning_Visitor,True,False
2.0,88.237366,-0.0,5.3166356,57.0,1966.4906,0.00295108,0.017684408,-1.6960677,-0.0123247,1.0,1.0,1.0,2.0,June,Returning_Visitor,True,False
8.0,277.13126,-0.0,11.565269,17.0,670.3999,0.01406498,0.039707128,0.3933393,0.0068719443,1.0,1.0,2.0,8.0,Nov,Returning_Visitor,False,False
-0.0,-18.881704,0.0,8.949659,21.0,251.49039,-0.0022071525,0.008711842,-0.03678401,-0.009197818,2.0,3.0,7.0,2.0,Dec,Returning_Visitor,False,False
4.0,199.7035,1.0,40.19945,76.0,5145.109,0.005141277,0.0025109395,17.875546,-0.011338906,5.0,2.0,2.0,17.0,Sep,Returning_Visitor,False,True
0.0,10.218065,0.0,-7.031549,30.0,676.2755,0.0059567187,0.019336889,0.15119474,0.0035244506,2.0,2.0,1.0,3.0,May,Returning_Visitor,False,False
3.0,41.146843,-0.0,-10.595236,17.0,299.67184,0.002843801,0.016083036,1.5029188,0.007315455,3.0,2.0,6.0,1.0,Dec,Returning_Visitor,False,False
6.0,96.644775,0.0,7.7300515,10.0,17.258997,-0.0041468106,0.0090920115,-0.71758825,-0.004922362,2.0,2.0,8.0,5.0,Aug,New_Visitor,False,False
9.0,400.61215,3.0,152.0505,58.0,2193.5913,0.023573538,0.03014271,11.087754,0.03488321,1.0,1.0,1.0,12.0,Mar,Returning_Visitor,True,False
3.0,44.004105,0.0,0.75876844,26.0,1629.8596,0.0025896337,0.017777959,0.124876186,0.0055412557,2.0,2.0,3.0,11.0,Nov,New_Visitor,False,True
0.0,-22.625608,-0.0,-6.3569045,3.0,43.23837,0.067106344,0.12428002,0.7183835,0.01710228,3.0,2.0,2.0,2.0,Feb,Returning_Visitor,False,False
-0.0,-3.9751868,-0.0,10.005093,5.0,158.15085,0.061942413,0.13067612,0.664272,0.0033334177,2.0,2.0,1.0,3.0,May,Returning_Visitor,False,False
3.0,102.36333,0.0,11.338526,13.0,634.6508,0.05293656,0.07737265,-0.011230306,-0.0023537595,2.0,2.0,3.0,7.0,Nov,Returning_Visitor,False,False
5.0,88.72231,0.0,-2.8903368,109.0,3076.9746,0.007712316,0.023969442,2.451394,-0.019353973,2.0,2.0,4.0,1.0,Nov,Returning_Visitor,True,True
2.0,35.106575,1.0,42.492207,62.0,1794.4141,-0.0010671931,0.016675113,5.2139945,-0.045548014,6.0,0.0,1.0,2.0,Mar,Returning_Visitor,True,False
0.0,28.67187,1.0,8.916674,30.0,1408.4916,0.004118476,0.01559898,6.823972,0.04286294,2.0,10.0,1.0,3.0,Dec,Returning_Visitor,False,True
0.0,4.3528085,0.0,14.593882,31.0,792.88464,0.003144933,0.02752337,-0.014012174,0.0030411277,2.0,2.0,2.0,6.0,Mar,Returning_Visitor,False,False
0.0,1.8632759,0.0,-4.1140876,9.0,297.3555,0.022169322,0.05042601,-0.15836222,0.001635777,2.0,2.0,4.0,3.0,Nov,Returning_Visitor,False,False
0.0,74.94124,0.0,-13.885904,13.0,806.4428,0.080757014,0.08389577,13.928029,-0.0056415442,2.0,6.0,6.0,5.0,May,Returning_Visitor,False,False
0.0,-1.3227364,-0.0,-13.71921,17.0,549.4853,0.019108575,0.042445,-0.24541982,0.032454487,3.0,2.0,3.0,5.0,May,Returning_Visitor,True,False
0.0,25.174585,-0.0,-8.220274,5.0,120.19149,0.103423476,0.112908185,0.8308365,0.11691551,1.0,1.0,2.0,2.0,May,Returning_Visitor,False,False
-0.0,5.9909616,0.0,2.368746,5.0,214.35233,0.0700949,0.11844425,0.26022163,0.0031766016,3.0,2.0,4.0,5.0,Nov,Returning_Visitor,False,False
3.0,72.87542,-0.0,-35.56786,6.0,173.67776,0.0039153695,0.032179687,13.407376,0.011177385,2.0,2.0,3.0,1.0,Nov,Returning_Visitor,False,False
6.0,305.25128,0.0,15.519728,20.0,748.7227,0.0059925523,0.0093224915,-1.2585,0.008182133,2.0,1.0,1.0,4.0,Nov,Returning_Visitor,False,False
0.0,-1.0069252,-0.0,-0.09918751,23.0,764.876,0.008846049,0.024237072,0.42476287,-0.014214428,1.0,2.0,6.0,14.0,Nov,Returning_Visitor,False,False
1.0,75.548386,0.0,-0.93905795,67.0,1440.0568,0.00019490915,0.0049344534,2.8468657,-0.009661647,2.0,3.0,2.0,1.0,Feb,Returning_Visitor,False,False
1.0,5.582705,0.0,10.393503,3.0,-29.341467,-0.004680291,0.046590935,0.07633893,0.45919308,2.0,2.0,3.0,10.0,May,Returning_Visitor,False,False
12.0,404.79376,6.0,295.5798,41.0,2100.9429,0.014498937,0.030468224,4.545779,0.041060235,2.0,2.0,1.0,2.0,May,Returning_Visitor,True,True
1.0,0.8695091,-0.0,-4.9412055,40.0,377.98453,0.033238336,0.05872478,3.5212674,0.15327807,2.0,3.0,9.0,2.0,May,Returning_Visitor,False,False
0.0,0.24807203,-0.0,-0.64797366,39.0,1795.0481,0.009477131,0.018838631,0.86310023,0.4031856,2.0,3.0,2.0,4.0,May,Returning_Visitor,False,False
-0.0,3.4585977,-0.0,19.666052,11.0,218.11252,0.0342868,0.04575225,1.713915,-0.0031389687,1.0,0.0,1.0,4.0,Mar,Returning_Visitor,False,False
-0.0,-2.158544,0.0,-12.478067,13.0,-134.17447,0.0071013225,0.035964474,2.342338,0.29994977,2.0,5.0,2.0,2.0,May,Returning_Visitor,False,False
0.0,17.794703,1.0,-21.99304,15.0,24.943079,0.0019396135,0.060829755,2.8636115,-0.0045892466,2.0,2.0,1.0,2.0,Mar,Returning_Visitor,True,False
1.0,10.677721,0.0,3.4013903,32.0,1684.872,-0.006266622,0.025924798,0.8160588,0.009859199,1.0,1.0,6.0,3.0,Aug,Returning_Visitor,False,False
0.0,-8.155722,-0.0,-10.81032,1.0,-472.09146,0.095012106,0.115786016,3.1577287,0.0027694646,5.0,1.0,1.0,7.0,Mar,Returning_Visitor,True,False
-0.0,-15.8624935,0.0,-12.781046,15.0,150.58578,0.002380209,0.020829892,-0.7047232,-0.0036204103,4.0,2.0,4.0,4.0,Mar,Returning_Visitor,True,False
-0.0,36.25675,1.0,13.538425,19.0,662.7889,-0.0006408299,0.018350046,12.447803,0.21992446,2.0,5.0,1.0,1.0,May,Returning_Visitor,False,True
-0.0,2.4163003,0.0,-4.0630164,7.0,-79.5192,0.0076261396,0.04850438,0.71245784,0.0037645493,2.0,2.0,3.0,8.0,Nov,Returning_Visitor,False,False
8.0,100.12192,2.0,222.38358,26.0,301.09494,-0.0049570296,0.0061292285,0.17535369,0.012070717,2.0,2.0,3.0,2.0,Jul,Returning_Visitor,False,False
3.0,67.002594,-0.0,14.275724,33.0,2122.6719,0.003674034,0.014547489,0.21969096,0.004998604,2.0,2.0,1.0,15.0,Nov,New_Visitor,False,False
4.0,42.204517,0.0,7.3219304,5.0,173.28781,0.0066486364,0.020144276,13.854614,-0.009730319,2.0,3.0,4.0,3.0,May,Returning_Visitor,False,False
-0.0,25.576357,0.0,87.97301,29.0,884.9175,-0.004395839,0.0016521073,106.583206,-0.05199808,2.0,8.0,7.0,8.0,Mar,Returning_Visitor,True,False
0.0,-2.856176,4.0,106.675964,20.0,558.29364,0.012651548,0.0314717,-0.35611948,-0.0010251569,0.0,1.0,2.0,4.0,Mar,Returning_Visitor,True,False
2.0,23.064154,-0.0,4.584124,35.0,660.69214,0.0042998325,0.020085344,2.014949,-0.006119678,1.0,2.0,3.0,3.0,Nov,Returning_Visitor,True,False
4.0,335.444,-0.0,18.054747,11.0,674.74585,0.0015483351,0.012280227,28.182508,-0.014418701,1.0,1.0,3.0,2.0,May,Returning_Visitor,False,False
-1.0,-34.30013,1.0,35.65821,54.0,1745.3138,0.01625222,0.020713324,-1.1887869,0.057442397,3.0,2.0,1.0,3.0,Jul,Returning_Visitor,True,False
3.0,104.54721,0.0,-3.649576,14.0,942.1508,-0.0028833207,0.018649451,3.3894205,-0.00028408127,2.0,2.0,1.0,2.0,Dec,Returning_Visitor,False,False
-0.0,1.4584984,0.0,5.347796,9.0,-185.20694,0.18446389,0.20088692,0.62957734,0.8947393,2.0,5.0,2.0,8.0,May,Returning_Visitor,False,False
5.0,232.92563,0.0,15.270092,41.0,524.39685,-0.0038370993,0.0031612,-2.891556,-0.0053088088,1.0,9.0,4.0,4.0,Sep,New_Visitor,False,False
-0.0,6.6860604,1.0,55.08892,20.0,828.8146,-0.0014333836,0.0079254,2.8266146,-0.02516842,1.0,1.0,6.0,3.0,Mar,Returning_Visitor,True,False
2.0,161.41212,0.0,75.603546,18.0,574.93713,0.005800547,0.0092057185,23.235844,0.005776802,3.0,6.0,7.0,3.0,Oct,Returning_Visitor,True,True
-0.0,6.79806,-0.0,-1.2444626,12.0,15.119227,0.11893883,0.12785174,1.2548004,0.019385999,4.0,2.0,1.0,14.0,Aug,Returning_Visitor,False,False
10.0,155.24167,1.0,222.32414,50.0,1255.0745,0.0041777883,0.009289139,11.404923,-0.007895933,3.0,4.0,1.0,1.0,Dec,Returning_Visitor,False,False
-0.0,-11.052397,-0.0,0.9435371,7.0,145.54562,0.085412905,0.11579422,-0.44546065,0.011835145,2.0,2.0,2.0,2.0,May,Returning_Visitor,False,False
-0.0,-1.9301354,-0.0,4.7426114,7.0,75.72213,0.0020985957,0.03933239,0.6170284,-0.012332054,2.0,2.0,3.0,3.0,May,Returning_Visitor,False,False
2.0,69.82258,-0.0,4.9682984,18.0,957.68475,0.001521513,0.012486183,16.022202,-0.0052877683,2.0,3.0,4.0,2.0,May,Returning_Visitor,False,False
1.0,78.87912,-0.0,2.9046443,7.0,822.3016,-0.0030245017,0.018927367,0.29645935,0.013296204,2.0,7.0,10.0,16.0,Dec,Returning_Visitor,False,False
-0.0,7.4230447,-0.0,-6.417524,16.0,863.02844,0.0026945733,0.01797418,3.56848,-0.007009851,2.0,3.0,1.0,2.0,May,Returning_Visitor,False,False
2.0,237.87477,-0.0,15.734552,20.0,679.5652,-0.00083347026,0.010147472,-1.064166,-0.012350293,2.0,7.0,8.0,3.0,Sep,New_Visitor,False,False
7.0,68.26159,5.0,135.0119,37.0,1333.4551,0.0039504766,0.018094534,19.489191,0.006636573,2.0,3.0,1.0,2.0,Dec,Returning_Visitor,False,False
0.0,19.956366,-0.0,0.63571775,64.0,2195.5615,0.00777834,0.0092950845,73.81239,-0.009436892,2.0,2.0,1.0,14.0,Nov,Returning_Visitor,False,True
0.0,-11.643446,-0.0,-0.49197546,12.0,461.13065,-0.004367294,0.034721036,1.0850059,0.021923067,1.0,2.0,3.0,2.0,May,Returning_Visitor,False,False
0.0,3.706637,-0.0,-11.688074,5.0,161.77121,0.0028575268,0.049139906,60.117947,0.004158942,1.0,2.0,2.0,7.0,Oct,Returning_Visitor,False,False
4.0,514.03064,0.0,47.06819,16.0,573.8913,-0.0063261744,0.007224598,6.114476,-0.017739022,1.0,0.0,1.0,3.0,Dec,Returning_Visitor,False,False
1.0,-2.4713035,0.0,15.4979515,10.0,285.28372,-0.0010303053,0.027525976,3.83291,-0.0037356932,2.0,2.0,1.0,2.0,Mar,Returning_Visitor,False,False
2.0,113.34607,-0.0,-11.05068,22.0,524.2118,0.0042315163,0.006572199,-2.5137436,-0.00914746,1.0,1.0,1.0,5.0,Dec,New_Visitor,False,False
-0.0,7.555506,-0.0,5.0062222,9.0,396.97476,-0.003257066,0.0005501851,1.0120422,-0.012363987,1.0,1.0,3.0,2.0,Dec,Returning_Visitor,False,False
2.0,9.311205,0.0,-20.308378,45.0,1418.0804,0.0006201343,0.0066018114,-1.5398921,0.065617524,1.0,1.0,6.0,3.0,May,Returning_Visitor,False,False
-0.0,-5.1829276,-0.0,10.901331,3.0,202.21738,0.07880216,0.12138403,0.5060012,-0.013564469,2.0,2.0,1.0,8.0,May,Returning_Visitor,True,False
-0.0,4.750834,-0.0,-2.9616907,16.0,909.1222,0.002027668,0.010313337,2.3743896,0.0046959724,4.0,2.0,4.0,3.0,Dec,Returning_Visitor,False,False
1.0,2.597384,0.0,-10.04973,14.0,457.40707,0.040111553,0.06473548,3.3321815,0.010878796,3.0,3.0,2.0,2.0,Dec,Returning_Visitor,False,False
-1.0,122.50804,-0.0,-13.844629,72.0,3681.218,0.011454977,0.030378781,18.109444,0.010011183,3.0,2.0,8.0,0.0,Nov,Returning_Visitor,False,True
0.0,11.073793,0.0,-6.8244643,12.0,352.28293,-0.0026019886,0.0041886466,0.82875794,0.012536759,2.0,3.0,1.0,5.0,Mar,New_Visitor,False,False
3.0,39.62336,0.0,2.9303973,10.0,407.69357,0.034754056,0.046720922,-0.82724935,0.25654027,3.0,2.0,7.0,5.0,Mar,Returning_Visitor,False,False
2.0,18.190989,0.0,3.1367686,8.0,344.8713,-0.0058310293,0.020596027,3.1714392,0.010526596,2.0,6.0,2.0,1.0,Mar,Returning_Visitor,False,False
4.0,139.58057,0.0,-9.273497,20.0,1122.4952,-0.00021871542,0.011828049,0.3952867,-0.013757149,1.0,2.0,5.0,3.0,Nov,Returning_Visitor,False,False
9.0,193.25964,-0.0,-6.3905997,35.0,1407.4805,0.0017005616,0.010819648,3.205711,-0.013949441,2.0,2.0,10.0,2.0,Dec,Returning_Visitor,False,False
-0.0,4.03612,-0.0,5.1364865,6.0,297.59146,0.01530036,0.029766995,0.7550675,-0.01895968,2.0,2.0,5.0,1.0,May,Returning_Visitor,False,False
0.0,-2.7738853,-0.0,7.028111,9.0,427.03348,-0.0025605503,0.047291595,0.09005754,-0.0033167917,2.0,2.0,2.0,2.0,Nov,Returning_Visitor,False,False
12.0,431.7969,0.0,20.91536,59.0,2559.5178,0.0025211237,0.0042774724,56.34012,-0.017703319,3.0,2.0,1.0,3.0,Dec,Returning_Visitor,False,False
2.0,140.75955,0.0,25.48863,128.0,7945.571,0.0378323,0.048409685,-2.4148724,-0.00750825,4.0,2.0,6.0,12.0,Nov,Returning_Visitor,False,False
0.0,1.740641,0.0,-18.416555,5.0,-208.26749,0.013880583,0.053623963,-0.7072404,0.16395861,2.0,4.0,1.0,11.0,Sep,Returning_Visitor,False,True
3.0,110.85962,0.0,5.40074,22.0,1322.4381,0.018678235,0.026570573,2.040847,0.010245295,2.0,2.0,1.0,7.0,May,Returning_Visitor,False,False
0.0,17.389433,-0.0,-11.196676,4.0,145.43088,0.029097375,0.060531285,0.7905666,0.103571504,2.0,5.0,4.0,2.0,Mar,Returning_Visitor,False,False
0.0,15.32107,0.0,2.6623251,15.0,621.54736,0.032995105,0.04463969,2.8755324,-0.00434863,3.0,2.0,2.0,17.0,Nov,Returning_Visitor,False,False
1.0,97.18368,0.0,-17.202417,19.0,442.91672,0.010959582,0.025879037,0.90412587,0.0033083986,3.0,12.0,11.0,12.0,Dec,Returning_Visitor,False,False
0.0,-8.725721,0.0,-8.466993,9.0,588.5083,0.0025255494,0.025059782,18.758387,-0.0056125913,2.0,4.0,3.0,3.0,May,Returning_Visitor,False,True
0.0,-12.772985,0.0,-8.020449,10.0,-185.92728,0.009853659,0.07257855,-0.885835,-0.0075942148,3.0,2.0,5.0,3.0,May,Returning_Visitor,True,False
0.0,4.4168267,0.0,-14.933966,7.0,245.48026,0.009939914,0.037901223,-0.43312582,0.10292345,3.0,2.0,4.0,5.0,Mar,Returning_Visitor,False,False
0.0,84.0431,0.0,-1.5960633,-3.0,657.782,-0.005828906,0.012538281,0.23188512,-0.016899006,1.0,0.0,1.0,15.0,May,Returning_Visitor,False,False
4.0,147.62654,-0.0,8.1316395,15.0,901.9305,0.004592592,0.01562423,41.753754,0.0030885283,3.0,3.0,6.0,8.0,Jul,Returning_Visitor,True,True
0.0,17.793856,0.0,-16.916067,16.0,130.67697,0.036138996,0.092782766,-0.9664286,-0.008317592,2.0,4.0,1.0,2.0,Nov,Returning_Visitor,False,False
3.0,31.588106,2.0,221.28435,27.0,703.676,-0.0019219908,0.007753511,2.6832895,0.007726932,2.0,1.0,1.0,4.0,May,Returning_Visitor,False,False
9.0,45.645363,1.0,2.2486937,220.0,4584.23,0.009962415,0.020584794,18.548082,0.041608844,2.0,2.0,7.0,2.0,Aug,Returning_Visitor,False,False
-0.0,14.24589,-0.0,13.583704,13.0,325.14053,-0.0058242343,0.024606196,-0.06620057,-0.010055797,2.0,7.0,2.0,2.0,Dec,New_Visitor,False,False
7.0,73.697395,1.0,25.005142,34.0,412.4637,-0.0032442678,0.0045568133,44.888325,0.11036507,1.0,2.0,2.0,2.0,May,Returning_Visitor,False,True
1.0,0.8851341,0.0,1.4912437,203.0,3771.6235,0.0064649275,0.01594205,7.7177005,-0.0016348603,2.0,2.0,6.0,2.0,Aug,Returning_Visitor,False,False
-0.0,5.3804116,-0.0,-2.872484,43.0,433.70047,0.00081932556,0.0174073,25.473427,-0.012679981,2.0,4.0,9.0,2.0,May,Returning_Visitor,True,False
3.0,65.41356,1.0,96.86164,18.0,370.647,0.0024661291,0.0069396766,-1.8081945,-0.0068145934,1.0,1.0,8.0,4.0,Dec,Returning_Visitor,False,False
0.0,7.722445,-0.0,4.599156,0.0,-82.8682,0.19781871,0.19373177,1.3193237,0.0074942466,0.0,0.0,3.0,2.0,Dec,Returning_Visitor,False,False
1.0,24.004957,-0.0,2.368582,77.0,3180.1687,0.005477164,0.021581179,4.1238394,-0.0059497226,1.0,3.0,5.0,2.0,Nov,Returning_Visitor,False,False
1.0,17.538912,0.0,-10.678289,5.0,-231.51077,0.0050543863,0.029642792,-0.3336862,0.009900572,2.0,2.0,1.0,2.0,Mar,Returning_Visitor,False,False
14.0,181.41647,5.0,215.6078,437.0,12640.068,0.008279943,0.02026204,6.6810064,0.02893327,2.0,3.0,2.0,5.0,Nov,Returning_Visitor,True,True
2.0,36.550377,1.0,82.04644,11.0,38.09872,0.00046611213,0.0131634595,-0.04204543,0.024198717,4.0,15.0,3.0,6.0,May,New_Visitor,False,False
0.0,17.719225,-0.0,2.8837092,14.0,1055.1138,-0.0017492602,0.019112127,0.4991695,-0.011436822,2.0,2.0,1.0,7.0,Mar,Returning_Visitor,False,False
-1.0,9.214182,0.0,31.23829,39.0,4661.662,0.0010928178,0.022395223,11.263599,-0.010521071,5.0,1.0,4.0,1.0,Dec,Returning_Visitor,False,False
-0.0,16.13016,-0.0,13.076061,-4.0,123.29232,0.3311396,0.31149355,-0.38185248,0.007940052,1.0,1.0,2.0,1.0,Nov,Returning_Visitor,True,False
1.0,35.453247,-0.0,-3.2404726,23.0,1352.8575,0.0019665603,0.0177684,1.4044167,-0.0065355543,1.0,2.0,3.0,1.0,Mar,Returning_Visitor,False,False
-0.0,13.152842,0.0,5.394095,57.0,1041.6805,0.0015151986,0.016487941,5.137859,-0.008398639,2.0,10.0,3.0,17.0,Nov,Returning_Visitor,False,False
1.0,-3.297773,-0.0,8.585972,6.0,43.114956,0.11417215,0.12828095,0.9184329,-0.013744133,2.0,2.0,2.0,2.0,Dec,Returning_Visitor,False,False
0.0,21.535234,0.0,8.193592,6.0,360.61197,0.009888045,0.024439434,-1.002457,0.007682832,2.0,2.0,1.0,3.0,May,Returning_Visitor,True,False
3.0,126.974785,-0.0,20.443743,88.0,1471.4064,0.0046023764,0.011550241,0.45795217,0.0010960867,2.0,2.0,2.0,1.0,Nov,Returning_Visitor,False,False
-0.0,-1.102224,0.0,10.015451,-0.0,-120.58585,0.21131569,0.21445812,0.7782094,0.00041958137,2.0,2.0,2.0,1.0,Nov,Returning_Visitor,False,False
1.0,-6.363088,2.0,72.804115,30.0,1335.2314,-0.0028068777,0.008856584,3.1092308,-0.0010192337,2.0,4.0,1.0,1.0,Mar,Returning_Visitor,False,False
-0.0,-9.616392,1.0,24.91469,31.0,2282.6968,0.027447559,0.06460492,-0.38104615,0.7421428,3.0,2.0,2.0,3.0,May,Returning_Visitor,False,False
4.0,101.018456,-0.0,-18.025816,38.0,938.99506,0.005163649,0.012857673,9.320865,-0.007264668,3.0,1.0,1.0,3.0,Mar,Returning_Visitor,False,False
-0.0,-20.25871,0.0,10.228416,3.0,168.08286,0.16810173,0.18154381,-0.44078192,0.044913176,1.0,1.0,1.0,2.0,May,Returning_Visitor,True,False
5.0,337.84076,0.0,-11.502016,52.0,1750.9904,-0.00045847325,0.0069166655,1.6137582,-0.01929398,2.0,3.0,7.0,2.0,May,Returning_Visitor,False,False
2.0,15.590204,0.0,-6.367475,19.0,760.3062,0.0010583067,0.01124961,-0.33001027,0.002696192,3.0,4.0,3.0,4.0,Mar,Returning_Visitor,False,False
3.0,14.891588,-0.0,-10.480715,70.0,2550.1064,0.006146229,0.01886373,-0.41865334,0.007886289,3.0,2.0,1.0,5.0,Nov,Returning_Visitor,False,False
2.0,79.23343,4.0,140.75227,140.0,3828.8606,0.005909642,0.012532839,0.23993365,0.14399767,3.0,2.0,4.0,3.0,Dec,Returning_Visitor,False,False
5.0,85.89988,0.0,-12.096296,18.0,572.0324,0.0031190105,0.014376382,0.010054751,0.0055580083,3.0,2.0,2.0,4.0,Mar,Returning_Visitor,False,False
7.0,79.796814,0.0,28.238186,96.0,1663.6927,0.010126704,0.019664599,2.9833457,0.005755136,3.0,2.0,6.0,1.0,Jul,Returning_Visitor,False,False
9.0,93.55059,2.0,116.65501,74.0,2595.052,0.020113152,0.035369776,0.8121864,0.00029870315,3.0,2.0,1.0,4.0,Dec,Returning_Visitor,False,False
4.0,216.86575,-0.0,7.4095845,5.0,396.1719,-0.0010597518,0.016482295,-0.73143226,0.007452311,1.0,2.0,1.0,2.0,Oct,Returning_Visitor,False,False
7.0,251.48656,-0.0,-16.044443,2.0,-53.78861,0.018168062,0.044847135,-1.3751572,0.005800331,2.0,2.0,4.0,1.0,Oct,Returning_Visitor,False,False
4.0,135.58656,0.0,9.712929,10.0,-98.76237,0.003111435,0.011931659,-0.54029065,-0.011843191,2.0,2.0,3.0,10.0,Mar,New_Visitor,False,False
-0.0,16.883135,0.0,4.612061,11.0,356.13217,-0.0027276073,0.0058574164,-0.9245241,0.011438059,2.0,2.0,1.0,3.0,May,Returning_Visitor,False,False
1.0,76.08042,0.0,0.43191752,24.0,814.75476,0.007828201,0.020149566,-0.51774675,-0.007625507,2.0,4.0,1.0,1.0,Mar,Returning_Visitor,False,False
5.0,276.29407,9.0,275.2921,197.0,7724.146,0.006338575,0.021418158,5.727157,0.01150178,2.0,3.0,1.0,10.0,Aug,Returning_Visitor,True,False
0.0,13.165857,0.0,9.653198,15.0,585.2301,0.010965648,0.030258168,0.5555274,-0.017796459,2.0,2.0,3.0,7.0,Mar,Returning_Visitor,False,False
10.0,181.6413,1.0,55.131165,67.0,1765.7192,0.004477443,0.012984012,7.1868424,-0.017066928,3.0,2.0,3.0,1.0,May,Returning_Visitor,True,True
0.0,-2.7109885,-0.0,5.0190396,1.0,-111.51664,0.0034943763,0.06845583,-0.8993347,0.002825996,2.0,2.0,3.0,1.0,Mar,Returning_Visitor,False,False
6.0,90.15597,1.0,96.9814,23.0,221.22208,0.011096353,0.025459101,-0.6675666,-0.010155888,2.0,3.0,1.0,1.0,Mar,Returning_Visitor,False,False
-0.0,-7.9274955,0.0,17.302362,39.0,792.7779,0.0121314535,0.018657364,1.3654658,0.01873047,1.0,1.0,2.0,1.0,Mar,Returning_Visitor,False,False
4.0,41.831825,1.0,2.5887969,161.0,6548.483,0.008479431,0.021588584,0.7517559,-0.005790027,2.0,2.0,5.0,1.0,Nov,Returning_Visitor,True,True
0.0,13.604357,0.0,-14.927473,0.0,427.45407,0.02701341,0.10175059,23.783031,0.08224129,2.0,2.0,1.0,1.0,Dec,Returning_Visitor,False,False
7.0,155.04239,-0.0,-5.8266463,11.0,-231.29153,0.004901344,0.028690381,2.2342007,-0.0032044072,3.0,6.0,12.0,3.0,Dec,Returning_Visitor,False,False
2.0,28.428236,-0.0,-9.672083,53.0,1691.9803,0.016241485,0.031417005,28.057194,0.0024342556,2.0,2.0,1.0,2.0,Sep,Returning_Visitor,False,False
5.0,71.54497,-0.0,-24.424784,3.0,380.53513,0.005550625,0.020281794,0.36379114,0.009524854,3.0,2.0,3.0,2.0,Sep,New_Visitor,False,False
1.0,-12.585905,0.0,50.59349,16.0,1601.4388,0.0012272001,0.01286745,2.5393093,-0.0010681468,2.0,3.0,1.0,1.0,Dec,Returning_Visitor,False,False
1.0,-5.1925254,0.0,8.337664,75.0,2248.5925,0.005716944,0.008475614,5.254883,0.10528006,2.0,2.0,1.0,2.0,Mar,Returning_Visitor,True,True
-0.0,-31.46285,2.0,13.649406,126.0,3649.6594,0.015270198,0.03118061,2.6396942,0.15727887,2.0,2.0,3.0,3.0,May,Returning_Visitor,False,False
-0.0,-1.1656395,0.0,13.6996155,32.0,1981.1924,0.021757415,0.062368944,0.32486358,-0.0008555557,2.0,2.0,5.0,2.0,Nov,Returning_Visitor,False,False
0.0,7.5635247,0.0,13.546265,50.0,1207.7219,0.012094371,0.026621211,1.5300442,-0.0017338413,2.0,2.0,1.0,2.0,Nov,Returning_Visitor,False,False
1.0,152.38089,0.0,-9.892107,21.0,656.6259,0.0036480706,0.006594342,-2.3829195,0.0036827307,3.0,2.0,3.0,4.0,Mar,Returning_Visitor,False,False
0.0,6.123141,0.0,-9.318182,4.0,47.407803,0.00033842036,0.036568247,1.1457077,-0.0050314236,2.0,3.0,1.0,2.0,Dec,New_Visitor,False,False
4.0,362.47806,0.0,-2.8534791,28.0,640.4996,0.080193296,0.08352341,-0.73936635,0.16533239,2.0,2.0,2.0,4.0,May,Returning_Visitor,False,False
3.0,82.55211,0.0,9.639671,43.0,1308.309,0.0012483877,0.00045805122,18.203362,0.021138562,2.0,2.0,7.0,4.0,Jul,New_Visitor,False,True
